a_p1,a_o1,a_p2,a_o2,b_p1,b_o1,b_p2,b_o2,a_ev,b_ev,ev_diff,ev_ratio,rare
0.26,8.69,0.74,19.37,1,14.07,0,0,16.59,14.07,2.52,1.18,none
0.64,3.23,0.36,11.6,1,9.02,0,0,6.24,9.02,-2.78,0.69,none
0.72,7.91,0.28,12.63,1,10.66,0,0,9.23,10.66,-1.43,0.87,none
0.86,5.48,0.14,16.09,1,13.16,0,0,6.97,13.16,-6.19,0.53,attractive
0.91,1.98,0.09,19.71,1,7.97,0,0,3.58,7.97,-4.39,0.45,attractive
0.07,7.92,0.93,18.26,1,8.55,0,0,17.54,8.55,8.99,2.05,unattractive
0.51,2.63,0.49,13.52,1,3.85,0,0,7.97,3.85,4.12,2.07,none
0.15,6.46,0.85,14.63,1,7.83,0,0,13.4,7.83,5.57,1.71,unattractive
0.53,2.43,0.47,13.87,1,4.96,0,0,7.81,4.96,2.85,1.57,none
0.69,0.16,0.31,19.48,1,4.85,0,0,6.15,4.85,1.3,1.27,none
0.8,13.14,0.2,19.2,1,14.45,0,0,14.35,14.45,-0.1,0.99,none
0.33,9.63,0.67,13.53,1,11.53,0,0,12.24,11.53,0.71,1.06,none
0.79,12.52,0.21,19.52,1,12.66,0,0,13.99,12.66,1.33,1.11,none
0.55,2.48,0.45,15.46,1,14.48,0,0,8.32,14.48,-6.16,0.57,none
0.99,10.62,0.01,19.07,1,17.09,0,0,10.7,17.09,-6.39,0.63,attractive
0.26,1.64,0.74,17.65,1,9.64,0,0,13.49,9.64,3.85,1.4,none
0.77,0.74,0.23,13.23,1,5.89,0,0,3.61,5.89,-2.28,0.61,none
0.42,7.66,0.58,19.39,1,11.2,0,0,14.46,11.2,3.26,1.29,none
0.12,3.38,0.88,13.36,1,8.72,0,0,12.16,8.72,3.44,1.39,unattractive
0.98,11.05,0.02,18.52,1,15.58,0,0,11.2,15.58,-4.38,0.72,attractive
0.54,1.61,0.46,6.28,1,2.26,0,0,3.76,2.26,1.5,1.66,none
0.84,1.88,0.16,17.9,1,17.28,0,0,4.44,17.28,-12.84,0.26,attractive
0.72,14.7,0.28,19.66,1,15.89,0,0,16.09,15.89,0.2,1.01,none
0.62,11.85,0.38,19.23,1,14.42,0,0,14.65,14.42,0.23,1.02,none
0.46,7.95,0.54,19.71,1,15.19,0,0,14.3,15.19,-0.89,0.94,none
0.88,4.14,0.12,19.05,1,7.38,0,0,5.93,7.38,-1.45,0.8,attractive
0.75,1.24,0.25,14.14,1,10.87,0,0,4.46,10.87,-6.41,0.41,none
0.05,6.2,0.95,15.19,1,10.04,0,0,14.74,10.04,4.7,1.47,unattractive
0.46,6.46,0.54,18.85,1,8.35,0,0,13.15,8.35,4.8,1.57,none
0.9,0.04,0.1,10.04,1,2.81,0,0,1.04,2.81,-1.77,0.37,attractive
0.5,10.82,0.5,15.66,1,13.98,0,0,13.24,13.98,-0.74,0.95,none
0.97,1.98,0.03,9.74,1,7.72,0,0,2.21,7.72,-5.51,0.29,attractive
0.98,0.23,0.02,18.95,1,12.45,0,0,0.6,12.45,-11.85,0.05,attractive
0.85,8.24,0.15,16.93,1,13.99,0,0,9.54,13.99,-4.45,0.68,attractive
0.78,2,0.22,19.01,1,11.63,0,0,5.74,11.63,-5.89,0.49,none
0.19,1.4,0.81,4.65,1,2.32,0,0,4.03,2.32,1.71,1.74,unattractive
0.95,1.15,0.05,11.87,1,1.19,0,0,1.69,1.19,0.5,1.42,attractive
0.5,13.86,0.5,16.41,1,15.32,0,0,15.13,15.32,-0.19,0.99,none
0.31,0.32,0.69,5.12,1,1.5,0,0,3.63,1.5,2.13,2.42,none
0.08,5.81,0.92,17.18,1,15.75,0,0,16.27,15.75,0.52,1.03,unattractive
0.18,2.21,0.82,16.14,1,4.11,0,0,13.63,4.11,9.52,3.32,unattractive
0.21,5.73,0.79,19.06,1,10.84,0,0,16.26,10.84,5.42,1.5,none
0.07,2.55,0.93,17.1,1,16.19,0,0,16.08,16.19,-0.11,0.99,unattractive
0.68,8.74,0.32,11.52,1,9.69,0,0,9.63,9.69,-0.06,0.99,none
0.18,4.3,0.82,7.67,1,6.69,0,0,7.06,6.69,0.37,1.06,unattractive
0.6,3.12,0.4,7.23,1,6.68,0,0,4.76,6.68,-1.92,0.71,none
0.31,0.08,0.69,10.66,1,9.67,0,0,7.38,9.67,-2.29,0.76,none
0.35,14.17,0.65,18.39,1,15.9,0,0,16.91,15.9,1.01,1.06,none
0.7,5.63,0.3,9.16,1,8.25,0,0,6.69,8.25,-1.56,0.81,none
0.05,2.43,0.95,19.6,1,7.82,0,0,18.74,7.82,10.92,2.4,unattractive
0.79,6.83,0.21,13.94,1,11.38,0,0,8.32,11.38,-3.06,0.73,none
0.04,0.19,0.96,9.12,1,0.59,0,0,8.76,0.59,8.17,14.85,unattractive
0.02,5.33,0.98,18.24,1,6.21,0,0,17.98,6.21,11.77,2.9,unattractive
0.2,10.57,0.8,13.92,1,10.74,0,0,13.25,10.74,2.51,1.23,none
0.28,5.02,0.72,16.46,1,13.69,0,0,13.26,13.69,-0.43,0.97,none
0.62,12.1,0.38,17.53,1,13.38,0,0,14.16,13.38,0.78,1.06,none
0.62,0.47,0.38,8.6,1,4.23,0,0,3.56,4.23,-0.67,0.84,none
0.29,16.24,0.71,19.43,1,17.85,0,0,18.5,17.85,0.65,1.04,none
0.12,0.59,0.88,12.86,1,8.13,0,0,11.39,8.13,3.26,1.4,unattractive
0.55,7.5,0.45,13.05,1,10.79,0,0,10,10.79,-0.79,0.93,none
0.85,3.5,0.15,8.17,1,5.59,0,0,4.2,5.59,-1.39,0.75,attractive
0.66,6.23,0.34,17.57,1,7.48,0,0,10.09,7.48,2.61,1.35,none
0.36,1.97,0.64,18.32,1,12.55,0,0,12.43,12.55,-0.12,0.99,none
0.8,4.98,0.2,19.77,1,9.65,0,0,7.94,9.65,-1.71,0.82,none
0.39,3.26,0.61,17.56,1,13.83,0,0,11.98,13.83,-1.85,0.87,none
0.91,0.14,0.09,6.65,1,4.11,0,0,0.73,4.11,-3.38,0.18,attractive
0.5,2.96,0.5,8.99,1,7.84,0,0,5.97,7.84,-1.87,0.76,none
0.98,4.19,0.02,9.16,1,4.98,0,0,4.29,4.98,-0.69,0.86,attractive
0.13,1.95,0.87,18.87,1,3.6,0,0,16.67,3.6,13.07,4.63,unattractive
0.98,7.4,0.02,12.94,1,8.12,0,0,7.51,8.12,-0.61,0.92,attractive
0.31,4.89,0.69,17.91,1,8.68,0,0,13.87,8.68,5.19,1.6,none
0.45,3.48,0.55,5.61,1,5.23,0,0,4.65,5.23,-0.58,0.89,none
0.44,9.42,0.56,19.19,1,17.7,0,0,14.89,17.7,-2.81,0.84,none
0.47,8.09,0.53,17.48,1,9.91,0,0,13.07,9.91,3.16,1.32,none
0.05,1.32,0.95,18.43,1,15.72,0,0,17.57,15.72,1.85,1.12,unattractive
0.91,11.49,0.09,19.24,1,13.98,0,0,12.19,13.98,-1.79,0.87,attractive
0.48,10.72,0.52,19.42,1,11.46,0,0,15.24,11.46,3.78,1.33,none
0.32,4.47,0.68,9.03,1,8.39,0,0,7.57,8.39,-0.82,0.9,none
0.53,1.71,0.47,16.29,1,10.79,0,0,8.56,10.79,-2.23,0.79,none
0.59,0.93,0.41,10.28,1,7.13,0,0,4.76,7.13,-2.37,0.67,none
0.69,1.19,0.31,15.75,1,10.6,0,0,5.7,10.6,-4.9,0.54,none
0.17,2.11,0.83,12.27,1,3.98,0,0,10.54,3.98,6.56,2.65,unattractive
0.85,2.83,0.15,6.44,1,3.43,0,0,3.37,3.43,-0.06,0.98,attractive
0.75,5.42,0.25,18.13,1,16.71,0,0,8.6,16.71,-8.11,0.51,none
0.61,3,0.39,9.41,1,7.43,0,0,5.5,7.43,-1.93,0.74,none
0.51,13.88,0.49,15.19,1,13.9,0,0,14.52,13.9,0.62,1.04,none
0.07,11,0.93,19.51,1,13.6,0,0,18.91,13.6,5.31,1.39,unattractive
0.34,3.01,0.66,15.24,1,10.34,0,0,11.08,10.34,0.74,1.07,none
0.72,10.37,0.28,19.76,1,14.39,0,0,13,14.39,-1.39,0.9,none
0.19,3.34,0.81,12.15,1,5.16,0,0,10.48,5.16,5.32,2.03,unattractive
0.64,1.61,0.36,14.11,1,6.32,0,0,6.11,6.32,-0.21,0.97,none
0.22,3.82,0.78,12.89,1,4.08,0,0,10.89,4.08,6.81,2.67,none
0.48,7.07,0.52,19.48,1,8.63,0,0,13.52,8.63,4.89,1.57,none
0.61,2.22,0.39,18.74,1,10.02,0,0,8.66,10.02,-1.36,0.86,none
0.48,1.55,0.52,12.51,1,7.22,0,0,7.25,7.22,0.03,1,none
0.04,1.66,0.96,19.87,1,14.42,0,0,19.14,14.42,4.72,1.33,unattractive
0.03,0.78,0.97,16.69,1,12.62,0,0,16.21,12.62,3.59,1.28,unattractive
0.88,4.33,0.12,19.08,1,11.76,0,0,6.1,11.76,-5.66,0.52,attractive
0.25,13.12,0.75,17.7,1,15.48,0,0,16.56,15.48,1.08,1.07,none
0.48,4.58,0.52,9.94,1,9.21,0,0,7.37,9.21,-1.84,0.8,none
0.53,1.9,0.47,14.18,1,2.58,0,0,7.67,2.58,5.09,2.97,none
0.9,1.26,0.1,13.98,1,7.15,0,0,2.53,7.15,-4.62,0.35,attractive
0.6,9,0.4,19.39,1,17.98,0,0,13.16,17.98,-4.82,0.73,none
0.67,11.12,0.33,17.25,1,11.44,0,0,13.14,11.44,1.7,1.15,none
0.93,7.7,0.07,8.61,1,7.88,0,0,7.76,7.88,-0.12,0.98,attractive
0.86,5.11,0.14,14.48,1,11.65,0,0,6.42,11.65,-5.23,0.55,attractive
0.33,5.32,0.67,19.8,1,15.88,0,0,15.02,15.88,-0.86,0.95,none
0.06,0.13,0.94,9.72,1,0.7,0,0,9.14,0.7,8.44,13.06,unattractive
0.77,4.1,0.23,17.97,1,13.53,0,0,7.29,13.53,-6.24,0.54,none
0.51,0.1,0.49,9.03,1,7.18,0,0,4.48,7.18,-2.7,0.62,none
0.8,5.64,0.2,19.4,1,12.19,0,0,8.39,12.19,-3.8,0.69,none
0.76,9.1,0.24,19.04,1,10.78,0,0,11.49,10.78,0.71,1.07,none
0.1,13.3,0.9,18.89,1,18.85,0,0,18.33,18.85,-0.52,0.97,unattractive
0.69,1,0.31,8.13,1,5,0,0,3.21,5,-1.79,0.64,none
0.97,6.41,0.03,12.47,1,7.68,0,0,6.59,7.68,-1.09,0.86,attractive
0.6,0.82,0.4,14.02,1,2.89,0,0,6.1,2.89,3.21,2.11,none
0.35,1.03,0.65,7.86,1,7.47,0,0,5.47,7.47,-2,0.73,none
0.68,5.56,0.32,10.02,1,6.24,0,0,6.99,6.24,0.75,1.12,none
0.78,8.15,0.22,14.14,1,13.07,0,0,9.47,13.07,-3.6,0.72,none
0.01,2.75,0.99,17.45,1,3.83,0,0,17.3,3.83,13.47,4.52,unattractive
0.02,0.74,0.98,7.49,1,1.2,0,0,7.36,1.2,6.16,6.13,unattractive
0.16,8.19,0.84,18.53,1,9.9,0,0,16.88,9.9,6.98,1.71,unattractive
0.96,5.1,0.04,19.37,1,5.7,0,0,5.67,5.7,-0.03,0.99,attractive
0.42,0.19,0.58,11.33,1,9.99,0,0,6.65,9.99,-3.34,0.67,none
0.68,5.02,0.32,19.38,1,5.29,0,0,9.62,5.29,4.33,1.82,none
0.45,0.28,0.55,17.45,1,8.31,0,0,9.72,8.31,1.41,1.17,none
0.84,3.53,0.16,12.22,1,6.5,0,0,4.92,6.5,-1.58,0.76,attractive
0.95,1.64,0.05,17.62,1,14.94,0,0,2.44,14.94,-12.5,0.16,attractive
0.39,8.96,0.61,18.64,1,14.5,0,0,14.86,14.5,0.36,1.02,none
0.43,3.66,0.57,14.37,1,10.74,0,0,9.76,10.74,-0.98,0.91,none
0.38,1.89,0.62,13.43,1,7.41,0,0,9.04,7.41,1.63,1.22,none
0.56,12.43,0.44,16.27,1,13.74,0,0,14.12,13.74,0.38,1.03,none
0.72,2.21,0.28,18.67,1,13.8,0,0,6.82,13.8,-6.98,0.49,none
0.54,1.54,0.46,16.09,1,5.5,0,0,8.23,5.5,2.73,1.5,none
0.47,0.54,0.53,13.1,1,1.99,0,0,7.2,1.99,5.21,3.62,none
0.31,4.2,0.69,9.68,1,8.69,0,0,7.98,8.69,-0.71,0.92,none
0.64,5.28,0.36,15.65,1,5.32,0,0,9.01,5.32,3.69,1.69,none
0.3,8.06,0.7,13.19,1,10.94,0,0,11.65,10.94,0.71,1.06,none
0.7,8.25,0.3,14.53,1,11.69,0,0,10.13,11.69,-1.56,0.87,none
0.83,1.82,0.17,11.9,1,3.47,0,0,3.53,3.47,0.06,1.02,attractive
0.4,2.92,0.6,18.11,1,17.43,0,0,12.03,17.43,-5.4,0.69,none
0.88,4.12,0.12,19.01,1,10.97,0,0,5.91,10.97,-5.06,0.54,attractive
0.82,4.61,0.18,16.07,1,12.31,0,0,6.67,12.31,-5.64,0.54,attractive
0.52,7.46,0.48,19.49,1,16.23,0,0,13.23,16.23,-3,0.82,none
0.57,2.43,0.43,17.35,1,6.29,0,0,8.85,6.29,2.56,1.41,none
0.22,1.14,0.78,14.92,1,14.44,0,0,11.89,14.44,-2.55,0.82,none
0.25,5.41,0.75,7.82,1,7.74,0,0,7.22,7.74,-0.52,0.93,none
0.97,7.67,0.03,11.67,1,10.69,0,0,7.79,10.69,-2.9,0.73,attractive
0.93,10.83,0.07,11.99,1,11.3,0,0,10.91,11.3,-0.39,0.97,attractive
0.16,1.69,0.84,12.66,1,11.88,0,0,10.9,11.88,-0.98,0.92,unattractive
0.02,1.31,0.98,12.67,1,3.56,0,0,12.44,3.56,8.88,3.49,unattractive
0.76,6.2,0.24,9.45,1,7.24,0,0,6.98,7.24,-0.26,0.96,none
0.42,3.25,0.58,18.42,1,13.84,0,0,12.05,13.84,-1.79,0.87,none
0.2,0.31,0.8,15.65,1,6.2,0,0,12.58,6.2,6.38,2.03,none
0.67,3.48,0.33,15.04,1,3.91,0,0,7.29,3.91,3.38,1.86,none
0.8,9.24,0.2,10.9,1,9.72,0,0,9.57,9.72,-0.15,0.98,none
0.76,11.55,0.24,19.72,1,19.13,0,0,13.51,19.13,-5.62,0.71,none
0.07,12.22,0.93,18.05,1,12.53,0,0,17.64,12.53,5.11,1.41,unattractive
0.59,1.84,0.41,16.26,1,6.34,0,0,7.75,6.34,1.41,1.22,none
0.27,9.37,0.73,18.42,1,15.7,0,0,15.98,15.7,0.28,1.02,none
0.53,11.15,0.47,17.12,1,16.76,0,0,13.96,16.76,-2.8,0.83,none
0.86,5.37,0.14,10.61,1,9.57,0,0,6.1,9.57,-3.47,0.64,attractive
0.56,4,0.44,10.85,1,6.22,0,0,7.01,6.22,0.79,1.13,none
0.11,4.87,0.89,17.97,1,13.35,0,0,16.53,13.35,3.18,1.24,unattractive
0.79,14.59,0.21,19.29,1,17.68,0,0,15.58,17.68,-2.1,0.88,none
0.25,0.71,0.75,9.45,1,5.55,0,0,7.26,5.55,1.71,1.31,none
0.9,0.78,0.1,14.73,1,8.76,0,0,2.17,8.76,-6.59,0.25,attractive
0.61,5.98,0.39,11.63,1,7.93,0,0,8.18,7.93,0.25,1.03,none
0.89,4.07,0.11,17.55,1,12.21,0,0,5.55,12.21,-6.66,0.45,attractive
0.54,5.79,0.46,15.57,1,9.19,0,0,10.29,9.19,1.1,1.12,none
0.58,2.9,0.42,17.15,1,16.59,0,0,8.88,16.59,-7.71,0.54,none
0.26,1.33,0.74,16.82,1,8.41,0,0,12.79,8.41,4.38,1.52,none
0.3,2.61,0.7,8.97,1,3.12,0,0,7.06,3.12,3.94,2.26,none
0.55,1.9,0.45,14,1,5.66,0,0,7.34,5.66,1.68,1.3,none
0.71,12.77,0.29,18.77,1,16.87,0,0,14.51,16.87,-2.36,0.86,none
0.85,3.04,0.15,12.11,1,9.82,0,0,4.4,9.82,-5.42,0.45,attractive
0.52,9.49,0.48,16.16,1,13.46,0,0,12.69,13.46,-0.77,0.94,none
0.86,4.96,0.14,14.42,1,11.7,0,0,6.28,11.7,-5.42,0.54,attractive
0.64,12.33,0.36,16.82,1,14.24,0,0,13.95,14.24,-0.29,0.98,none
0.71,15.15,0.29,19.92,1,18.23,0,0,16.53,18.23,-1.7,0.91,none
0.97,4.08,0.03,14.09,1,8.76,0,0,4.38,8.76,-4.38,0.5,attractive
0.37,2.36,0.63,12.83,1,3.74,0,0,8.96,3.74,5.22,2.4,none
0.48,1.12,0.52,11.88,1,2.2,0,0,6.72,2.2,4.52,3.05,none
0.9,1.04,0.1,11.26,1,2.59,0,0,2.06,2.59,-0.53,0.8,attractive
0.51,4,0.49,9.07,1,6.72,0,0,6.48,6.72,-0.24,0.96,none
0.28,2.39,0.72,10.39,1,9.35,0,0,8.15,9.35,-1.2,0.87,none
0.47,8.76,0.53,18.53,1,12.58,0,0,13.94,12.58,1.36,1.11,none
0.93,1.04,0.07,19.02,1,12.38,0,0,2.3,12.38,-10.08,0.19,attractive
0.39,13.47,0.61,15.8,1,13.99,0,0,14.89,13.99,0.9,1.06,none
0.83,10.25,0.17,17.53,1,12.5,0,0,11.49,12.5,-1.01,0.92,attractive
0.57,5.84,0.43,16.64,1,10.28,0,0,10.48,10.28,0.2,1.02,none
0.52,0.15,0.48,13.7,1,7.06,0,0,6.65,7.06,-0.41,0.94,none
0.48,4.59,0.52,17.92,1,5.35,0,0,11.52,5.35,6.17,2.15,none
0.41,0.25,0.59,6.09,1,3.17,0,0,3.7,3.17,0.53,1.17,none
0.68,1.5,0.32,18.68,1,12.86,0,0,7,12.86,-5.86,0.54,none
0.87,9.93,0.13,12.7,1,10.78,0,0,10.29,10.78,-0.49,0.95,attractive
0.93,8.19,0.07,16.26,1,12.27,0,0,8.75,12.27,-3.52,0.71,attractive
0.83,4.5,0.17,17.96,1,4.67,0,0,6.79,4.67,2.12,1.45,attractive
0.14,6.18,0.86,12.08,1,11.44,0,0,11.25,11.44,-0.19,0.98,unattractive
0.26,4.9,0.74,12,1,11.59,0,0,10.15,11.59,-1.44,0.88,none
0.21,3.54,0.79,11.92,1,7.55,0,0,10.16,7.55,2.61,1.35,none
0.11,2.1,0.89,17.05,1,5.37,0,0,15.41,5.37,10.04,2.87,unattractive
0.12,15.35,0.88,19.93,1,15.4,0,0,19.38,15.4,3.98,1.26,unattractive
0.26,0.55,0.74,19.75,1,14.73,0,0,14.76,14.73,0.03,1,none
0.18,17.69,0.82,19.15,1,18.06,0,0,18.89,18.06,0.83,1.05,unattractive
0.72,11.17,0.28,15.97,1,13.28,0,0,12.51,13.28,-0.77,0.94,none
0.81,4.29,0.19,17.56,1,15.85,0,0,6.81,15.85,-9.04,0.43,attractive
0.95,2.13,0.05,19.98,1,5.36,0,0,3.02,5.36,-2.34,0.56,attractive
0.5,7.94,0.5,13.78,1,9.51,0,0,10.86,9.51,1.35,1.14,none
0.22,0.99,0.78,14.46,1,2.99,0,0,11.5,2.99,8.51,3.85,none
0.38,3.1,0.62,13.95,1,4.69,0,0,9.83,4.69,5.14,2.1,none
0.11,4.43,0.89,6.48,1,5.63,0,0,6.25,5.63,0.62,1.11,unattractive
0.15,1.8,0.85,8.76,1,6.24,0,0,7.72,6.24,1.48,1.24,unattractive
0.57,3.57,0.43,16.8,1,8.18,0,0,9.26,8.18,1.08,1.13,none
0.43,4.54,0.57,11.03,1,5.7,0,0,8.24,5.7,2.54,1.45,none
0.9,1.85,0.1,10.62,1,8.71,0,0,2.73,8.71,-5.98,0.31,attractive
0.68,0.91,0.32,19,1,15.81,0,0,6.7,15.81,-9.11,0.42,none
0.01,6.73,0.99,16.4,1,11.16,0,0,16.3,11.16,5.14,1.46,unattractive
0.08,2.7,0.92,14.42,1,9.05,0,0,13.48,9.05,4.43,1.49,unattractive
0.79,13.22,0.21,15.98,1,15.31,0,0,13.8,15.31,-1.51,0.9,none
0.48,0.51,0.52,18.61,1,0.72,0,0,9.92,0.72,9.2,13.78,none
0.98,8.16,0.02,19.39,1,12.08,0,0,8.38,12.08,-3.7,0.69,attractive
0.82,12.65,0.18,15.95,1,13.78,0,0,13.24,13.78,-0.54,0.96,attractive
0.81,0.6,0.19,13.16,1,1.79,0,0,2.99,1.79,1.2,1.67,attractive
0.88,4.47,0.12,17.98,1,8.89,0,0,6.09,8.89,-2.8,0.69,attractive
0.45,5.97,0.55,15.14,1,7.06,0,0,11.01,7.06,3.95,1.56,none
0.94,5.93,0.06,13.11,1,6.6,0,0,6.36,6.6,-0.24,0.96,attractive
0.75,0.93,0.25,7.97,1,7.74,0,0,2.69,7.74,-5.05,0.35,none
0.45,0.18,0.55,14.55,1,5.03,0,0,8.08,5.03,3.05,1.61,none
0.93,11.88,0.07,16.11,1,14.08,0,0,12.18,14.08,-1.9,0.87,attractive
0.03,2.69,0.97,11.39,1,10.4,0,0,11.13,10.4,0.73,1.07,unattractive
0.19,11.18,0.81,18.01,1,12,0,0,16.71,12,4.71,1.39,unattractive
0.37,1.01,0.63,17.15,1,4.84,0,0,11.18,4.84,6.34,2.31,none
0.46,2.24,0.54,15.5,1,14.13,0,0,9.4,14.13,-4.73,0.67,none
0.71,0.83,0.29,19.12,1,18.96,0,0,6.13,18.96,-12.83,0.32,none
0.48,2.45,0.52,16.9,1,3.1,0,0,9.96,3.1,6.86,3.21,none
0.88,11.29,0.12,19.61,1,17.54,0,0,12.29,17.54,-5.25,0.7,attractive
0.12,4.01,0.88,8.69,1,7.54,0,0,8.13,7.54,0.59,1.08,unattractive
0.37,2.49,0.63,16.95,1,4.76,0,0,11.6,4.76,6.84,2.44,none
0.77,16.56,0.23,17.82,1,16.84,0,0,16.85,16.84,0.01,1,none
0.87,11.18,0.13,16.63,1,15.8,0,0,11.89,15.8,-3.91,0.75,attractive
0.09,3.77,0.91,19.6,1,8.72,0,0,18.18,8.72,9.46,2.08,unattractive
0.03,2.02,0.97,18.63,1,3.02,0,0,18.13,3.02,15.11,6,unattractive
0.96,1.13,0.04,5.75,1,3.9,0,0,1.31,3.9,-2.59,0.34,attractive
0.39,3.07,0.61,14.41,1,10.54,0,0,9.99,10.54,-0.55,0.95,none
0.92,0.68,0.08,19.7,1,4.34,0,0,2.2,4.34,-2.14,0.51,attractive
0.48,2.4,0.52,9.36,1,9.19,0,0,6.02,9.19,-3.17,0.66,none
0.19,5.29,0.81,16.35,1,10.72,0,0,14.25,10.72,3.53,1.33,unattractive
0.23,2.39,0.77,15.47,1,13.58,0,0,12.46,13.58,-1.12,0.92,none
0.52,5.99,0.48,19.49,1,18.11,0,0,12.47,18.11,-5.64,0.69,none
0.21,0.82,0.79,17.11,1,9.46,0,0,13.69,9.46,4.23,1.45,none
0.66,2.06,0.34,16.21,1,9.36,0,0,6.87,9.36,-2.49,0.73,none
0.37,10.06,0.63,18.5,1,13.23,0,0,15.38,13.23,2.15,1.16,none
0.35,0.96,0.65,16.2,1,4.7,0,0,10.87,4.7,6.17,2.31,none
0.25,3.73,0.75,16.84,1,3.8,0,0,13.56,3.8,9.76,3.57,none
0.54,5.1,0.46,11.76,1,11.23,0,0,8.16,11.23,-3.07,0.73,none
0.46,12.66,0.54,16.89,1,16.1,0,0,14.94,16.1,-1.16,0.93,none
0.06,9.41,0.94,13.78,1,12.47,0,0,13.52,12.47,1.05,1.08,unattractive
0.28,3.38,0.72,19.19,1,4.49,0,0,14.76,4.49,10.27,3.29,none
0.46,2.71,0.54,14.82,1,12.67,0,0,9.25,12.67,-3.42,0.73,none
0.73,10.48,0.27,19.66,1,17.88,0,0,12.96,17.88,-4.92,0.72,none
0.08,5.97,0.92,13.77,1,6.48,0,0,13.15,6.48,6.67,2.03,unattractive
0.82,5.5,0.18,19.13,1,11.42,0,0,7.95,11.42,-3.47,0.7,attractive
0.95,10.88,0.05,17.71,1,13.36,0,0,11.22,13.36,-2.14,0.84,attractive
0.3,1.34,0.7,18.3,1,10.69,0,0,13.21,10.69,2.52,1.24,none
0.37,4.03,0.63,19.68,1,14.6,0,0,13.89,14.6,-0.71,0.95,none
0.14,17.75,0.86,18.43,1,18.13,0,0,18.33,18.13,0.2,1.01,unattractive
0.12,6.77,0.88,16.06,1,14.15,0,0,14.95,14.15,0.8,1.06,unattractive
0.65,6.79,0.35,18.17,1,6.8,0,0,10.77,6.8,3.97,1.58,none
0.37,3.73,0.63,13.47,1,11.38,0,0,9.87,11.38,-1.51,0.87,none
0.5,10.36,0.5,17.6,1,12.31,0,0,13.98,12.31,1.67,1.14,none
0.4,6.68,0.6,13.24,1,11.34,0,0,10.62,11.34,-0.72,0.94,none
0.71,3.9,0.29,14.9,1,5.6,0,0,7.09,5.6,1.49,1.27,none
0.71,4.57,0.29,6.63,1,5.7,0,0,5.17,5.7,-0.53,0.91,none
0.93,6.92,0.07,17.36,1,14.23,0,0,7.65,14.23,-6.58,0.54,attractive
0.6,3.55,0.4,16.56,1,9.92,0,0,8.75,9.92,-1.17,0.88,none
0.7,6.81,0.3,9.63,1,7.87,0,0,7.66,7.87,-0.21,0.97,none
0.75,4.82,0.25,15.95,1,15.58,0,0,7.6,15.58,-7.98,0.49,none
0.28,4.58,0.72,15.31,1,10.14,0,0,12.31,10.14,2.17,1.21,none
0.02,0.92,0.98,11.52,1,6.88,0,0,11.31,6.88,4.43,1.64,unattractive
0.73,3.07,0.27,18.63,1,12.67,0,0,7.27,12.67,-5.4,0.57,none
0.9,1.31,0.1,14.35,1,14.07,0,0,2.61,14.07,-11.46,0.19,attractive
0.32,6.09,0.68,8.87,1,6.88,0,0,7.98,6.88,1.1,1.16,none
0.91,5.79,0.09,17.31,1,16.55,0,0,6.83,16.55,-9.72,0.41,attractive
0.74,6.52,0.26,16.42,1,13.09,0,0,9.09,13.09,-4,0.69,none
0.41,11.28,0.59,15.76,1,15.08,0,0,13.92,15.08,-1.16,0.92,none
0.76,12.25,0.24,19.24,1,15.5,0,0,13.93,15.5,-1.57,0.9,none
0.31,6.94,0.69,10.95,1,8.88,0,0,9.71,8.88,0.83,1.09,none
0.05,0.34,0.95,15.54,1,5.74,0,0,14.78,5.74,9.04,2.57,unattractive
0.02,6.83,0.98,16.08,1,9.36,0,0,15.89,9.36,6.53,1.7,unattractive
0.2,0.7,0.8,13.23,1,6.74,0,0,10.72,6.74,3.98,1.59,none
0.1,5.02,0.9,19.39,1,17.21,0,0,17.95,17.21,0.74,1.04,unattractive
0.21,5.2,0.79,17.78,1,11.4,0,0,15.14,11.4,3.74,1.33,none
0.69,4.01,0.31,18.22,1,5.96,0,0,8.42,5.96,2.46,1.41,none
0.82,6.38,0.18,19.96,1,12.47,0,0,8.82,12.47,-3.65,0.71,attractive
0.98,5.91,0.02,15.23,1,8.38,0,0,6.1,8.38,-2.28,0.73,attractive
0.28,0.39,0.72,18.45,1,7.98,0,0,13.39,7.98,5.41,1.68,none
0.53,5.38,0.47,16.12,1,5.7,0,0,10.43,5.7,4.73,1.83,none
0.15,7.12,0.85,15.48,1,7.73,0,0,14.23,7.73,6.5,1.84,unattractive
0.19,9.5,0.81,18.35,1,17.14,0,0,16.67,17.14,-0.47,0.97,unattractive
0.02,5.93,0.98,13.73,1,9.16,0,0,13.57,9.16,4.41,1.48,unattractive
0.88,6,0.12,14.11,1,12.11,0,0,6.97,12.11,-5.14,0.58,attractive
0.6,4.21,0.4,9.31,1,7.97,0,0,6.25,7.97,-1.72,0.78,none
0.52,9.22,0.48,17.48,1,15.95,0,0,13.18,15.95,-2.77,0.83,none
0.88,0.32,0.12,17.4,1,17.13,0,0,2.37,17.13,-14.76,0.14,attractive
0.21,2.56,0.79,16.41,1,10.23,0,0,13.5,10.23,3.27,1.32,none
0.12,1.05,0.88,16.82,1,4.47,0,0,14.93,4.47,10.46,3.34,unattractive
